ticker,date,open,high,low,close,adj_close,volume,fetched_at
AAPL,2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.42361450195312,194994800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,68.78996276855469,131154400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.3365707397461,157125200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.395751953125,215250000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,66.97607421875,130015200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,64.90582275390625,180991600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,66.77536010742188,116862400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,66.51655578613281,124814400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.43685913085938,126161200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,68.48523712158203,117087600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.37511444091797,112004800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,69.58808898925781,137280800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.05609893798828,183064000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,69.91216278076172,240616800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,70.90133666992188,133568000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,71.96549224853516,147751200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,72.70797729492188,142333600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,73.46011352539062,115215200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.20861053466797,133838400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,76.39202880859375,145946400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,75.51901245117188,162301200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,74.60719299316406,200622400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.0655288696289,158929200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,74.6217269897461,166348400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,76.37992095947266,135178400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,75.93854522705078,101729600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,77.4154281616211,111504800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,76.8382339477539,102688800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,77.33295440673828,81803200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,76.80915832519531,125522000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,77.1438217163086,112945200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,77.1777572631836,133560800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,77.10259246826172,153532400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,78.05078887939453,80791200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,78.41210174560547,87642800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,78.84378051757812,104491200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,78.16476440429688,87560400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,80.39096069335938,137250400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,80.86627960205078,95654400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,83.41986846923828,147712400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,85.5660629272461,166651600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,81.45800018310547,201662400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,82.16127014160156,200146000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,83.1773681640625,138808800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,85.38175201416016,165428800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,85.26292419433594,114406400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,85.29689025878906,96820400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,84.80946350097656,264476000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,87.02838134765625,135445200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-23,91.0,93.09500122070312,90.56749725341797,91.63249969482422,88.88597869873047,212155600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-24,91.25,92.19750213623047,89.62999725341797,90.01499938964844,87.31697082519531,192623200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-25,90.17500305175781,91.25,89.39250183105469,91.20999908447266,88.47615814208984,137522400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-26,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,85.75762939453125,205256800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,87.73408508300781,130646000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-06-30,90.0199966430664,91.49500274658203,90.0,91.19999694824219,88.46643829345703,140223200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,88.29911041259766,110737200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,88.29911041259766,114041600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,90.66114807128906,118655600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-07,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,90.37981414794922,112424400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,92.48477935791016,117092000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-09,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,92.88250732421875,125642800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-10,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,93.04499053955078,90257200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-13,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,92.6157455444336,191649200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-14,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,94.14837646484375,170989200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-15,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,94.79584503173828,153198000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,93.62940979003906,110577600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-17,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,93.44024658203125,92186800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,95.40941619873047,90318000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,94.09258270263672,103433200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,94.35694122314453,89001600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,90.06214904785156,197004400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,89.83903503417969,185438800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,91.9682388305664,121214000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,90.45743560791016,103625600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,92.19135284423828,90329200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,93.30687713623047,158130000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,103.07503509521484,374336800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,105.67227935791016,308151200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,106.37799072265625,173071600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,106.7635726928711,121776800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,110.48845672607422,202428800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,107.97644805908203,198045600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,109.54582977294922,212403600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,106.2879638671875,187902400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,109.82039642333984,165598000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,111.7639389038086,210082000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,111.66432189941406,165565200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,111.37279510498047,119561600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,112.30084228515625,105633600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,112.44174194335938,145538000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,114.93678283691406,126907200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,120.8597412109375,338054800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,122.3052749633789,345937600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,121.3019027709961,211495600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,122.95149230957031,163022400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,121.48168182373047,155552400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,121.284912109375,187630000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,125.39794158935547,225702700,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,130.39283752441406,151948100,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,127.69132232666016,200119000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,117.46824645996094,257599600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,117.54598999023438,332607200,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,109.6357421875,231366600,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,114.00874328613281,176940500,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,110.28681945800781,182274400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,108.8388900756836,180860300,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,112.10404205322266,140150100,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,112.27896881103516,184642000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,108.9651870727539,154679000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,107.2257308959961,178011000,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,103.82451629638672,287104900,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,106.97306823730469,195713800,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,108.65425109863281,183055400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,104.09662628173828,150718700,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,105.16558074951172,167743300,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,109.11097717285156,149981400,2025-11-30T08:46:03.808962+00:00
AAPL,2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,111.71533966064453,137672400,2025-11-30T08:46:03.808962+00:00
